path	category	proposed_action	reason
artifacts/derived/phase0b/s9234/s13/J75.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/J75.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/J75.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/J75.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/J75.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/P.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/P.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/P.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/P.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/P.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/Rstar.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/Rstar.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/Rstar.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/Rstar.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/Rstar.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/S.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/plan.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/plan.pre_edge_distribution.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s13/plan.pre_native.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/A.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/A.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/A.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/A.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/A.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/B0.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/B0.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/B0.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/B1.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/B1.native_qualification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/B1.openroad_native.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/B1.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/B1.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/B1.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/B1.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/J25.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/J50.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/J75.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/J75.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/J75.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/J75.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/J75.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/P.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/P.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/P.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/P.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/P.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/Rstar.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/Rstar.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/Rstar.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/Rstar.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/Rstar.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/S.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/plan.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/plan.pre_edge_distribution.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s17/plan.pre_native.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/A.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/A.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/A.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/A.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/A.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/B0.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/B0.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/B0.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/B1.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/B1.native_qualification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/B1.openroad_native.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/B1.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/B1.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/B1.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/B1.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/J25.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/J50.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/J75.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/J75.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/J75.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/J75.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/J75.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/P.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/P.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/P.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/P.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/P.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/Rstar.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/Rstar.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/Rstar.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/Rstar.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/Rstar.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/S.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/plan.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/plan.pre_edge_distribution.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s19/plan.pre_native.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/A.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/A.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/A.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/A.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/A.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/B0.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/B0.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/B0.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/B1.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/B1.native_qualification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/B1.openroad_native.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/B1.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/B1.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/B1.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/B1.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/J25.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/J50.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/J75.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/J75.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/J75.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/J75.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/J75.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/P.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/P.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/P.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/P.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/P.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/Rstar.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/Rstar.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/Rstar.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/Rstar.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/Rstar.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/S.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/plan.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/plan.pre_edge_distribution.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s9234/s23/plan.pre_native.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/stage_seed_audit.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0d/optimizer_v1/s5378/s11/k2/candidates/0348f2cc6b9dde7d6525795e96eb629b8da746f46f6936d6555a373279e1dbd1/architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0d/optimizer_v1/s5378/s11/k2/candidates/0348f2cc6b9dde7d6525795e96eb629b8da746f46f6936d6555a373279e1dbd1/proxy.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0d/optimizer_v1/s5378/s11/k2/candidates/0348f2cc6b9dde7d6525795e96eb629b8da746f46f6936d6555a373279e1dbd1/structural_proof.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0d/optimizer_v1/s5378/s11/k2/candidates/0d92391ff41818ae151e7c9c3a814993356b9c7beef03cdc75c147568cb12d4e/architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0d/optimizer_v1/s5378/s11/k2/candidates/0d92391ff41818ae151e7c9c3a814993356b9c7beef03cdc75c147568cb12d4e/proxy.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0d/optimizer_v1/s5378/s11/k2/candidates/0d92391ff41818ae151e7c9c3a814993356b9c7beef03cdc75c147568cb12d4e/structural_proof.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0d/optimizer_v1/s5378/s11/k2/candidates/1963924d7ccb03a1a7c8e7c458decf0e342a76a667c89968623c5d368fd3c80c/architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0d/optimizer_v1/s5378/s11/k2/candidates/1963924d7ccb03a1a7c8e7c458decf0e342a76a667c89968623c5d368fd3c80c/proxy.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0d/optimizer_v1/s5378/s11/k2/candidates/1963924d7ccb03a1a7c8e7c458decf0e342a76a667c89968623c5d368fd3c80c/structural_proof.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0d/optimizer_v1/s5378/s11/k2/candidates/1d7e99bb2c21a07f4fa888c5fa4a6f476497e1d58b9a3c41422fe25d12b553cf/architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
